tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0188223,movie,Sweet Alice,Sweet Alice,1,1983,,82,"Adult,Drama",6.3,84
tt0188233,movie,That's Erotic,That's Erotic,1,1979,,73,Adult,5.7,32
tt0188234,movie,That's Porno,That's Porno,1,1979,,77,Adult,6.4,23
tt0188290,movie,World of Henry Paris,World of Henry Paris,1,1981,,120,Adult,4.8,7
tt0188394,movie,Africanus Sexualis (Black Is Beautiful),Africanus Sexualis (Black Is Beautiful),1,1970,,87,Adult,4.8,27
tt0188486,movie,Casanova II,Casanova II,1,1982,,91,"Adult,Biography,Drama",4.9,71
tt0188566,movie,Dirty Blonde,Dirty Blonde,1,1984,,83,"Adult,Comedy,Mystery",5.0,45
tt0188656,movie,Have Body Will Travel,Have Body Will Travel,1,1989,,,Adult,5.8,7
tt0188679,movie,I Want to Watch,I Want to Watch,1,1982,,57,Adult,6.0,13
tt0188685,movie,Indecent Pleasures,Indecent Pleasures,1,1984,,76,"Adult,Drama,Romance",5.1,36
tt0188802,movie,Ladies of the '80s,Ladies of the '80s,1,1985,,84,Adult,5.6,22
tt0188805,movie,Lady Luck,Lady Luck,1,1971,,74,"Adult,Drama,Sport",4.4,25
tt0188806,movie,Lady Madonna,Lady Madonna,1,1985,,68,Adult,4.4,15
tt0188819,movie,Legend of Reggie D.,Legend of Reggie D.,1,1989,,90,Adult,5.9,9
tt0188821,movie,Legs,Legs,1,1985,,,Adult,5.7,8
tt0188822,movie,Lesbian Lovers,Lesbian Lovers,1,1988,,,Adult,7.4,11
tt0188829,movie,Life & Loves of Nikki Charm,Life & Loves of Nikki Charm,1,1986,,86,Adult,6.5,119
tt0188834,movie,Little American Maid,Little American Maid,1,1986,,78,Adult,5.7,27
tt0188835,movie,Little Bit o' Honey,Little Bit o' Honey,1,1987,,79,Adult,7.5,101
tt0188840,movie,Little Miss Innocence,Little Miss Innocence,1,1987,,80,Adult,4.7,17
tt0188841,movie,Little Often Annie,Little Often Annie,1,1984,,80,Adult,4.6,14
tt0188842,movie,Little Oral Annie Takes Manhattan,Little Oral Annie Takes Manhattan,1,1987,,82,Adult,6.1,56
tt0188853,movie,Loose Ends III,Loose Ends III,1,1987,,105,Adult,6.1,107
tt0188856,movie,Loose Ends VI,Loose Ends VI,1,1989,,102,"Adult,Adventure,Fantasy",5.2,15
tt0188930,movie,My Sinful Life,My Sinful Life,1,1985,,83,"Adult,Romance",5.8,173
tt0188944,movie,Nicki,Nicki,1,1987,,,Adult,6.2,105
tt0188984,movie,Oriental Hawaii,Oriental Hawaii,1,1982,,80,"Adult,Comedy",5.4,140
tt0189034,movie,Pussycat Galore,Pussycat Galore,1,1984,,81,Adult,6.1,50
tt0189084,movie,Sex Spa U.S.A.,Sex Spa U.S.A.,1,1984,,80,"Adult,Comedy",6.0,55
tt0189087,movie,Sexually Altered States,Sexually Altered States,1,1985,,75,"Adult,Comedy",5.2,26
tt0189116,movie,Stray Cats,Stray Cats,1,1984,,84,"Adult,Romance",5.1,37
tt0189120,movie,Summer Camp Girls,Summer Camp Girls,1,1983,,86,"Adult,Comedy",5.7,194
tt0189128,movie,Swedish Erotica 41,Swedish Erotica 41,1,1981,,,Adult,6.8,7
tt0189129,movie,Swedish Erotica 45,Swedish Erotica 45,1,1983,,,Adult,4.9,25
tt0189209,movie,"With Love, Annette","With Love, Annette",1,1985,,72,Adult,6.6,32
tt0189213,movie,Women at Play,Women at Play,1,1985,,85,Adult,5.6,38
tt0189216,movie,Working It Out,Working It Out,1,1983,,76,Adult,5.8,150
tt0189329,movie,A Thousand and One Erotic Nights Part II: The Forbidden Tales,A Thousand and One Erotic Nights Part II: The Forbidden Tales,1,1988,,79,"Adult,Comedy,Fantasy",5.1,132
tt0189352,movie,Anal Annie Just Can't Say No,Anal Annie Just Can't Say No,1,1985,,66,Adult,6.6,15
tt0189378,movie,Babylon Gold,Babylon Gold,1,1983,,80,Adult,7.0,27
tt0189379,movie,Babylon Nights,Babylon Nights,1,1984,,80,"Adult,Comedy",5.7,17
tt0189431,movie,Club Head,Club Head,1,1987,,75,Adult,8.0,101
tt0189494,movie,Educating Eva,Educating Eva,1,1985,,80,"Adult,Drama,Romance",5.2,22
tt0189496,movie,Eighth Erotic Film Festival,Eighth Erotic Film Festival,1,1983,,56,,5.9,20
tt0189511,movie,Shauna: Every Man's Fantasy,Shauna: Every Man's Fantasy,1,1985,,80,"Adult,Biography,Documentary",4.6,51
tt0189551,movie,Exciting Love Girls,Giochi carnali,1,1983,,109,"Adult,Drama,Thriller",5.0,65
tt0189568,movie,Hard Sensation,Hard Sensation,1,1980,,86,"Adult,Thriller",4.5,143
tt0189585,movie,Hot Blooded,Hot Blooded,1,1985,,70,"Adult,Comedy",6.6,209
tt0189608,movie,Indecent Exposure,Indecent Exposure,1,1981,,96,"Adult,Comedy",5.5,142
tt0189610,movie,Inside China Lee,Inside China Lee,1,1984,,79,Adult,5.8,19
tt0189666,movie,Lost Angel,Lost Angel,1,1989,,,Adult,4.2,9
tt0189668,movie,Lottery Fever,Lottery Fever,1,1986,,81,Adult,6.4,13
tt0189671,movie,Love Button,Love Button,1,1985,,85,Adult,5.7,9
tt0189673,movie,Love Lips,Love Lips,1,1976,,88,"Adult,Romance",4.7,24
tt0189675,movie,The Love Scene,The Love Scene,1,1985,,,Adult,7.3,8
tt0189678,movie,A Lover for Susan,A Lover for Susan,1,1987,,90,Adult,5.5,29
tt0189679,movie,Lovers Lane,Lovers Lane,1,1986,,72,"Adult,Romance",5.6,42
tt0189684,movie,Lunch,Lunch,1,1972,,71,Adult,5.3,43
tt0189689,movie,The Lust Bug,The Lust Bug,1,1985,,90,Adult,6.2,144
tt0189693,movie,Stephanie's Lust Story,Stephanie's Lust Story,1,1982,,79,Adult,4.3,13
tt0189702,movie,Mad About You,Mad About You,1,1987,,,Adult,5.0,16
tt0189703,movie,Mad Love,Mad Love,1,1989,,81,"Adult,Fantasy,Horror",6.1,54
tt0189710,movie,Make Me Want It,Make Me Want It,1,1985,,82,Adult,5.4,98
tt0189711,movie,Make My Night,Make My Night,1,1985,,83,"Adult,Comedy",6.0,111
tt0189719,movie,Masterpiece,Masterpiece,1,1990,,77,"Adult,Comedy,Romance",6.3,100
tt0189724,movie,Max Bedroom,Max Bedroom,1,1988,,93,Adult,5.0,7
tt0189733,movie,Midnight Blue 2,Midnight Blue 2,1,1980,,82,Adult,7.1,20
tt0189743,movie,Mischief in the Mansion,Mischief in the Mansion,1,1989,,,Adult,5.0,8
tt0189769,movie,Mouthful of Love,Mouthful of Love,1,1993,,78,Adult,6.6,8
tt0189779,movie,Mystery of the Golden Lotus,Mystery of the Golden Lotus,1,1989,,100,Adult,5.5,115
tt0189789,movie,Naked Scents,Naked Scents,1,1985,,85,Adult,5.6,24
tt0189792,movie,Nasty Newshounds,Nasty Newshounds,1,1987,,79,"Adult,Comedy",6.4,101
tt0189795,movie,Naughty Nanette,Naughty Nanette,1,1985,,80,"Adult,Comedy",4.3,22
tt0189798,movie,Never Enough,Never Enough,1,1971,,59,"Adult,Crime",4.4,28
tt0189799,movie,Never Sleep Alone,Never Sleep Alone,1,1984,,94,"Adult,Drama",5.4,236
tt0189801,movie,The New York City Woman,The New York City Woman,1,1977,,74,Adult,5.8,31
tt0189863,movie,One Night at a Time,One Night at a Time,1,1984,,82,"Adult,Comedy,Romance",4.9,14
tt0189870,movie,Oriental Baby Sitter,Oriental Baby Sitter,1,1977,,71,Adult,6.0,96
tt0189871,movie,Oriental Jade,Oriental Jade,1,1985,,83,Adult,6.3,153
tt0189872,movie,Oriental Lesbian Fantasies,Oriental Lesbian Fantasies,1,1984,,82,Adult,7.1,11
tt0189874,movie,"Oui, Girls","Oui, Girls",1,1982,,79,"Adult,Drama,Romance",6.0,74
tt0189875,movie,Our Major Is... Sex!,Our Major Is... Sex!,1,1984,,73,"Adult,Comedy",5.2,27
tt0189878,movie,The Out-of-Towner,The Out-of-Towner,1,1987,,71,Adult,5.6,138
tt0189892,movie,Paris Models,Paris Models,1,1987,,,Adult,3.8,8
tt0189894,movie,Parted Lips,Parted Lips,1,1986,,87,Adult,4.0,12
tt0189897,movie,Party Doll,Party Doll,1,1991,,,Adult,6.8,115
tt0189898,movie,Party in the Rear,Party in the Rear,1,1989,,,Adult,6.6,134
tt0189899,movie,A Passage thru Pamela,A Passage thru Pamela,1,1985,,80,"Adult,Comedy,Drama",6.7,56
tt0189900,movie,The Passion Within,The Passion Within,1,1987,,,Adult,7.2,27
tt0189901,movie,Passion by Fire,Passion by Fire,1,1986,,,Adult,7.5,15
tt0189906,movie,The Pearl Divers,The Pearl Divers,1,1988,,,Adult,6.0,133
tt0189908,movie,Peeping Tom,Peeping Tom,1,1986,,86,"Adult,Comedy",5.9,52
tt0189909,movie,The Perfect Brat,The Perfect Brat,1,1989,,,Adult,5.5,9
tt0189911,movie,The Perfect Weekend,The Perfect Weekend,1,1984,,,Adult,7.5,10
tt0189914,movie,Personals,Personals,1,1972,,90,"Adult,Documentary",4.9,16
tt0189918,movie,Phantom X,Phantom X,1,1989,,,Adult,6.1,149
tt0189920,movie,The Phantom of the Cabaret,The Phantom of the Cabaret,1,1989,,81,Adult,5.2,13
tt0189957,movie,Raffles,Raffles,1,1992,,80,Adult,4.3,14
tt0189987,movie,Backstage Pass,Secrets of Stage Five,1,1983,,60,Adult,1.6,9
tt0189990,movie,Sensual Escape,Sensual Escape,1,1988,,80,"Adult,Fantasy,Romance",4.7,22
tt0189996,movie,Shacking Up,Shacking Up,1,1985,,79,Adult,4.8,18
tt0190004,movie,Silk Satin Sex,Silk Satin Sex,1,1983,,81,Adult,5.7,56
tt0190019,movie,Soft as Silk Sweet as Honey,Soft as Silk... Sweet as Honey,1,1984,,72,Adult,5.0,12
tt0190026,movie,Sounds of Sex,Sounds of Sex,1,1985,,82,Adult,6.3,124
tt0190029,movie,The Sperminator,The Sperminator,1,1985,,78,Adult,5.1,56
tt0190058,movie,Taste of the Best,Taste of the Best,1,1988,,87,Adult,7.6,14
tt0190072,movie,A Tight Delight,A Tight Delight,1,1984,,68,"Adult,Romance",3.0,12
tt0190079,movie,Touch Me in the Morning,Touch Me in the Morning,1,1982,,76,"Adult,Drama",6.3,70
tt0190104,movie,Unbelievable Orgies,Unbelievable Orgies,1,1987,,74,Adult,5.9,102
tt0190158,movie,Young Nurses in Love,Young Nurses in Love,1,1984,,80,"Adult,Comedy",5.6,33
tt0190261,movie,Betrayal,Betrayal,1,1997,,87,"Adult,Drama,Romance",8.5,8
tt0190298,movie,Chasing Asia,Chasing Asia,1,1997,,,Adult,7.8,96
tt0190472,movie,I Can't Get No... Satisfaction,I Can't Get No... Satisfaction,1,1988,,88,Adult,5.5,132
tt0190479,movie,La Blue Girl: Revenge of the Shikima Realm,Injû gakuen: Shikima-kai no gyakushû,1,1995,,73,"Action,Adult,Comedy",4.3,194
tt0190607,movie,The P.T.X. Club,The P.T.X. Club,1,1988,,,Adult,3.9,9
tt0190625,movie,Pink Lips,Pink Lips,1,1977,,57,Adult,5.6,12
tt0190634,movie,Pleasure Island,Pleasure Island,1,1975,,57,"Adult,Adventure",4.2,13
tt0190635,movie,Pleasure Maze,Pleasure Maze,1,1986,,76,"Adult,Sci-Fi",5.2,64
tt0190637,movie,Pleasure So Deep,"Ekstasen, Mädchen und Millionen",1,1981,,76,"Adult,Comedy,Crime",6.4,83
tt0190638,movie,Pleasure Spot,Pleasure Spot,1,1986,,,Adult,4.7,9
tt0190652,movie,Porked!,Porked!,1,1986,,87,Adult,5.3,134
tt0190656,movie,Possessed,Possessed,1,1974,,58,"Adult,Horror",5.1,37
tt0190658,movie,The Postman Always Comes Twice,The Postman Always Comes Twice,1,1986,,76,"Adult,Romance",6.0,112
tt0190659,movie,Pretty in Black,Pretty in Black,1,1986,,74,Adult,4.1,12
tt0190663,movie,Private Encounters,Private Encounters,1,1987,,76,Adult,6.5,104
tt0190692,movie,Ravaged!,Ravaged!,1,1990,,,Adult,6.4,9
tt0190695,movie,Rebecca's,Rebecca's,1,1984,,84,Adult,6.1,9
tt0190699,movie,Remember Connie,Remember Connie,1,1978,,52,Adult,5.9,11
tt0190707,movie,Revenge of the Babes,Revenge of the Babes,1,1986,,,Adult,5.9,13
tt0190710,movie,Rings of Passion,Rings of Passion,1,1973,,67,"Adult,Comedy",6.1,24
tt0190712,movie,Rising Star,Rising Star,1,1986,,84,Adult,6.8,12
tt0190725,movie,Rough Draft,Rough Draft,1,1986,,72,"Adult,Comedy",4.0,10
tt0190726,movie,Route 69,Route 69,1,1989,,75,Adult,5.8,101
tt0190728,movie,Rump Humpers,Rump Humpers,1,1985,,74,Adult,5.2,15
tt0190732,movie,Sacrilege,Sacrilege,1,1971,,56,"Adult,Horror",4.1,88
tt0190743,movie,Second Skin,Second Skin,1,1991,,,"Adult,Drama",6.3,39
tt0190749,movie,Seduction by Fire,Seduction by Fire,1,1987,,,Adult,4.7,16
tt0190757,movie,Sex Academy,Sex Academy,1,1985,,,Adult,5.3,18
tt0190760,movie,Sex Crimes 2084,Sex Crimes 2084,1,1985,,83,"Adult,Comedy,Sci-Fi",5.8,31
tt0190762,movie,Sex Drive,Sex Drive,1,1985,,68,Adult,5.2,29
tt0190767,movie,The Sex Life of Mata Hari,The Sex Life of Mata Hari,1,1989,,81,Adult,5.9,13
tt0190768,movie,Sex Life of a Porn Star,Sex Life of a Porn Star,1,1986,,,Adult,6.4,9
tt0190769,movie,Sexloose,Sexloose,1,1982,,98,Adult,5.2,21
tt0190774,movie,Sex Wars,Sex Wars,1,1985,,81,"Adult,Comedy,Sci-Fi",5.4,88
tt0190775,movie,Sex World Girls,Sex World Girls,1,1987,,94,"Adult,Sci-Fi",5.9,16
tt0190776,movie,Sex and Other Games,Sex and Other Games,1,1989,,79,Adult,4.9,132
tt0190777,movie,Sex and the Happy Landlord,Sex and the Happy Landlord,1,1987,,84,Adult,3.8,14
tt0190779,movie,Sex with a Stranger,Sex with a Stranger,1,1986,,79,"Adult,Comedy,Horror",5.4,36
tt0190780,movie,Pussy Talk,Le sexe qui parle,1,1975,,70,"Adult,Comedy,Fantasy",5.5,389
tt0190783,movie,Sexstasy,Sexstasy,1,1978,,,Adult,6.9,12
tt0190784,movie,Sextrology,Sextrology,1,1987,,82,"Adult,Romance",4.6,12
tt0190786,movie,Sexy Delights,Sexy Delights,1,1986,,90,Adult,6.6,31
tt0190787,movie,Sexy Delights II,Sexy Delights II,1,1987,,,Adult,5.3,12
tt0190793,movie,Si... Lo voglio!,Si... Lo voglio!,1,1980,,79,Adult,6.1,14
tt0190800,movie,Souperman,Souperman,1,1976,,68,"Adult,Comedy,Fantasy",4.1,36
tt0190811,movie,Take 69,Take 69,1,1997,,,Adult,7.8,21
tt0190817,movie,Teenie Tulip,Teenie Tulip,1,1970,,80,Adult,5.2,44
tt0190862,movie,Vegas 1: Royal Flush,Vegas 1: Royal Flush,1,1990,,78,"Adult,Drama",6.4,104
tt0190888,movie,The Other Woman,La zia svedese,1,1981,,92,"Adult,Comedy",4.9,50
tt0190960,movie,Albergo a ore,Albergo a ore,1,1981,,75,Adult,5.2,18
tt0190969,movie,Sexual Penetrations,Quella porcacciona di mia moglie,1,1981,,,Adult,5.4,31
tt0190986,movie,Attenti a quelle due... ninfomani,Attenti a quelle due... ninfomani,1,1981,,91,"Adult,Comedy",3.8,17
tt0191229,movie,Keep It Up,Keep It Up,1,1972,,76,Adult,4.2,10
tt0191258,movie,Strangers When We Mate,Strangers When We Mate,1,1973,,56,Adult,4.9,18
tt0191335,movie,"Oswalt Kolle: Deine Frau, das unbekannte Wesen","Oswalt Kolle: Deine Frau, das unbekannte Wesen",1,1969,,96,"Adult,Drama",5.2,55
tt0191431,movie,Shades of Passion,Shades of Passion,1,1986,,77,Adult,6.1,21
tt0191433,movie,Shared with Strangers,Cuisses ouvertes,1,1980,,62,Adult,5.8,39
tt0191437,movie,She's So Fine!,She's So Fine!,1,1985,,83,Adult,5.7,46
tt0191440,movie,She-Male Encounters 13: She-Male Reformatory,She-Male Encounters 13: She-Male Reformatory,1,1987,,85,Adult,4.5,9
tt0191448,movie,Showgirls,Showgirls,1,1986,,73,Adult,5.8,16
tt0191461,movie,Sins of the Wealthy,Sins of the Wealthy,1,1986,,88,Adult,6.7,144
tt0191469,movie,The Slutty Professor,The Slutty Professor,1,1989,,77,Adult,6.0,8
tt0191473,movie,Snake Eyes II,Snake Eyes II,1,1987,,72,"Adult,Drama,Fantasy",6.2,13
tt0191477,movie,Some Kind of Woman,Some Kind of Woman,1,1985,,72,"Adult,Comedy",5.4,30
tt0191481,movie,Sophisticated Pleasure,Sophisticated Pleasure,1,1984,,,Adult,6.1,18
tt0191484,movie,The South Bronx Story,The South Bronx Story,1,1986,,85,Adult,6.5,132
tt0191495,movie,The Starlets,The Starlets,1,1977,,80,Adult,5.7,42
tt0191500,movie,Still the Brat,Still the Brat,1,1988,,83,Adult,7.0,115
tt0191511,movie,Strange Bedfellows,Strange Bedfellows,1,1985,,84,Adult,6.5,14
tt0191512,movie,Strange Curves,Strange Curves,1,1990,,94,"Adult,Drama,Thriller",6.8,142
tt0191513,movie,Strange Love,Strange Love,1,1987,,,Adult,5.6,13
tt0191515,movie,Young Students,Young Students,1,1976,,63,"Adult,Drama",4.6,42
tt0191530,movie,Swingers Ink,Swingers Ink,1,1990,,95,Adult,5.7,13
tt0191531,movie,Swinging Ski Girls,Swinging Ski Girls,1,1975,,84,"Adult,Comedy,Romance",4.0,22
tt0191536,movie,Taija,Taija,1,1987,,,Adult,4.2,6
tt0191540,movie,Takin' It to the Streets,Takin' It to the Streets,1,1986,,,Adult,4.4,7
tt0191554,movie,Thought You'd Never Ask,Thought You'd Never Ask,1,1985,,74,Adult,5.7,54
tt0191555,movie,3 Cheers for B.J.U.,3 Cheers for B.J.U.,1,1974,,54,"Adult,Comedy",5.7,20
tt0191559,movie,Thy Neighbor's Wife,Thy Neighbor's Wife,1,1986,,83,"Adult,Drama,Romance",6.4,9
tt0191560,movie,Tickled Pink,Tickled Pink,1,1985,,,"Adult,Comedy",7.7,29
tt0191562,movie,Tight & Tender,Tight & Tender,1,1985,,85,Adult,5.5,116
tt0191569,movie,Tongue 'n Cheek,Tongue 'n Cheek,1,1984,,76,Adult,4.8,12
tt0191575,movie,The Touchables,The Touchables,1,1987,,,Adult,4.5,9
tt0191580,movie,Transverse Tail,Transverse Tail,1,1988,,88,Adult,3.2,13
tt0191581,movie,Triangles,Triangles,1,1989,,84,"Adult,Drama,Romance",5.9,21
tt0191588,movie,True Blue,True Blue,1,1989,,77,"Adult,Romance",3.7,15
tt0191591,movie,Tunnel of Love,Tunnel of Love,1,1986,,85,Adult,5.5,17
tt0191598,movie,Garçonnières très spéciales,Garçonnières très spéciales,1,1981,,80,Adult,5.5,48
tt0191603,movie,Ultrasex,Ultrasex,1,1987,,81,Adult,4.7,10
tt0191626,movie,Vas-o-line Alley,Vas-o-line Alley,1,1985,,,Adult,5.1,9
tt0191791,movie,Aristocratica perversa,Aristocratica perversa,1,1982,,86,Adult,4.6,17
tt0191817,movie,The Beauty Pageant,The Beauty Pageant,1,1983,,73,Adult,4.9,24
tt0191830,movie,The Big-Ass She-Male Adventure,The Big-Ass She-Male Adventure,1,1998,,120,Adult,7.1,17
tt0191841,movie,Bocca golosa,Bocca golosa,1,1981,,80,Adult,5.6,41
tt0191960,movie,The Divine Obsession,The Divine Obsession,1,1976,,90,Adult,6.6,32
tt0191973,movie,Dr. Carstair's 1869 Love-Root Elixir,Dr. Carstair's 1869 Love-Root Elixir,1,1972,,86,"Comedy,Western",5.1,18
tt0192401,movie,Osceno,Osceno,1,1987,,86,Adult,5.4,31
tt0192757,movie,The Vixens of Kung Fu (A Tale of Yin Yang),The Vixens of Kung Fu (A Tale of Yin Yang),1,1975,,71,"Action,Adult",4.0,202
tt0192762,movie,Voyeur,Voyeur,1,1985,,78,"Adult,Drama,Mystery",6.8,61
tt0192765,movie,WPINK-TV 3,WPINK-TV 3,1,1987,,78,Adult,6.7,106
tt0192777,movie,Weekend Roulette,Weekend Roulette,1,1971,,60,"Adult,Drama",4.2,14
tt0192778,movie,Les week-ends de Caroline,Les week-ends de Caroline,1,1980,,75,Adult,5.2,22
tt0192780,movie,Welcome to the Cathouse,Welcome to the Cathouse,1,1998,,96,Adult,5.4,7
tt0192782,movie,Wet Wilderness,Wet Wilderness,1,1975,,54,"Adult,Horror",3.6,174
tt0192797,movie,Wild Nurses in Lust,Wild Nurses in Lust,1,1986,,87,"Adult,Comedy",7.2,15
tt0192800,movie,"The Wild, Wild West","The Wild, Wild West",1,1986,,85,"Adult,Romance",5.9,24
tt0192851,movie,The Young and the Wrestling,The Young and the Wrestling,1,1988,,74,"Action,Adult",6.2,18
tt0193015,movie,Black Love,Black Love,1,1971,,73,Adult,3.4,193
tt0193023,movie,"Bon chic, bon genre, mais... salopes!!","Bon chic, bon genre, mais... salopes!!",1,1983,,80,Adult,5.2,49
tt0193033,movie,Caldo profumo di vergine,Caldo profumo di vergine,1,1981,,75,Adult,4.2,21
tt0193046,movie,Carnalità morbosa,Carnalità morbosa,1,1981,,,"Adult,Drama",3.6,17
tt0193071,movie,Corrupt Desires,Corrupt Desires,1,1983,,71,Adult,5.8,143
tt0193141,movie,Le ereditiere superporno,Le ereditiere superporno,1,1981,,,Adult,4.8,11
tt0193249,movie,I Saw Jesus Die,Jeg så Jesus dø,1,1975,,88,"Adult,Drama,History",4.1,46
tt0193296,movie,Insatiable Janine,Die Liebesschule der Josefine Mutzenbacher,1,1987,,85,Adult,5.9,77
tt0193793,movie,Carnal Haven,Carnal Haven,1,1975,,77,Adult,4.7,96
tt0193891,movie,Easy Alice,Easy Alice,1,1976,,83,"Adult,Drama",5.8,66
tt0193910,movie,Erotico 2000,Erotico 2000,1,1982,,80,Adult,5.2,12
tt0193931,movie,Fashion Movie,Fashion Movie,1,1981,,,Adult,5.0,11
tt0193944,movie,Des filles expertes en jeux clandestins,Des filles expertes en jeux clandestins,1,1974,,92,Horror,3.8,14
tt0193974,movie,Gocce d'amore,Gocce d'amore,1,1981,,,Adult,4.0,13
tt0194000,movie,Hawaii Vice Reflections,Hawaii Vice Reflections,1,1990,,87,Adult,6.0,130
tt0194078,movie,Kinky Tricks,Kinky Tricks,1,1977,,73,Adult,4.6,35
tt0194108,movie,The Liberation of Honeydoll Jones,The Liberation of Honeydoll Jones,1,1977,,70,Adult,5.5,25
tt0194279,movie,Pro-Ball Cheerleaders,Pro-Ball Cheerleaders,1,1979,,80,"Adult,Comedy,Sport",6.7,73
tt0194447,movie,Thoroughly Amorous Amy,Thoroughly Amorous Amy,1,1984,,71,"Adult,Comedy",5.6,29
tt0194482,movie,The Ultimate Pleasure,The Ultimate Pleasure,1,1977,,68,"Adult,Drama",5.7,101
tt0194635,movie,3 A.M.,3 A.M.,1,1975,,86,"Adult,Drama,Mystery",5.8,166
tt0194649,movie,All About Annette,All About Annette,1,1982,,72,"Adult,Documentary",6.9,35
tt0194650,movie,All the Way,All the Way,1,1975,,64,"Adult,Drama",4.9,17
tt0194659,movie,"Another Love, Another Place",Amour,1,1976,,,Adult,4.8,8
tt0194683,movie,Baby Cakes,Baby Cakes,1,1983,,80,"Adult,Comedy,Romance",5.9,63
tt0194699,movie,Beyond Fulfillment,Beyond Fulfillment,1,1975,,65,Adult,5.0,40
tt0194712,movie,Body Magic,Body Magic,1,1982,,80,Adult,5.8,33
tt0194716,movie,Born Erect,Leos Leiden,1,1976,,82,Adult,5.2,49
tt0194717,movie,Both Ways,Both Ways,1,1975,,84,"Adult,Drama",5.7,94
tt0194718,movie,The Magical Ring,The Magical Ring,1,1971,,52,"Adult,Fantasy",4.9,33
tt0194747,movie,Charli,Charli,1,1981,,78,"Adult,Drama,Romance",5.1,70
tt0194750,movie,French Romance,Il était une fois... la chatte mouillée,1,1974,,90,Adult,4.8,18
tt0194764,movie,Coming West,Coming West,1,1971,,53,"Adult,Romance,Western",5.2,64
tt0194770,movie,The Confessions of Linda Lovelace,The Confessions of Linda Lovelace,1,1977,,,Adult,3.2,56
tt0194775,movie,Country Comfort,Country Comfort,1,1981,,83,"Adult,Drama,Western",5.7,158
tt0194776,movie,Couples,Couples,1,1975,,72,Adult,6.2,14
tt0194805,movie,Desire for Men,Desire for Men,1,1981,,76,Adult,6.2,29
tt0194825,movie,La doppia bocca di Erika,La doppia bocca di Erika,1,1983,,71,Adult,3.7,34
tt0194828,movie,Downstairs Upstairs,Downstairs Upstairs,1,1980,,79,"Adult,Comedy",6.9,98
tt0194833,movie,Dutch Treat,Dutch Treat,1,1977,,,Adult,5.3,15
tt0194847,movie,Endless Lust,Endless Lust,1,1982,,78,Adult,5.1,146
tt0194856,movie,Every Which Way She Can,Every Which Way She Can,1,1981,,75,"Adult,Comedy",5.2,56
tt0194864,movie,Fantasex,Fantasex,1,1976,,79,Adult,5.9,86
tt0194895,movie,Fox Holes,Fox Holes,1,1982,,80,"Adult,Comedy,War",5.2,39
tt0194899,movie,Fringe Benefits,Fringe Benefits,1,1974,,77,"Adult,Comedy",4.6,50
tt0194901,movie,Frisky Summer 3,Frisky Summer 3,1,1998,,102,Adult,8.9,24
tt0194905,movie,Fulfillment,Fulfillment,1,1974,,70,Adult,6.1,39
tt0194925,movie,The Girls of Godiva High,The Good Girls of Godiva High,1,1980,,85,Adult,6.3,205
tt0194928,movie,The Kinky Ladies of Bourbon Street,"Mes nuits avec... Alice, Pénélope, Arnold, Maud et Richard",1,1976,,87,Adult,6.0,117
tt0194933,movie,Happy Holidays,Happy Holidays,1,1978,,,Adult,5.5,50
tt0194951,movie,Hot Dallas Nights,Hot Dallas Nights,1,1981,,83,Adult,6.8,51
tt0194970,movie,Inside Seka,Inside Seka,1,1980,,95,Adult,5.9,228
tt0194973,movie,Intensive Care,Intensive Care,1,1974,,82,"Adult,Comedy",3.4,10
tt0194994,movie,Judgement Day,Judgement Day,1,1976,,78,"Adult,Comedy,Fantasy",5.4,40
tt0194997,movie,Jungle Blue,Jungle Blue,1,1978,,76,"Adult,Adventure",3.8,141
tt0195009,movie,Labbra vogliose,Labbra vogliose,1,1981,,80,Adult,4.8,36
tt0195016,movie,Laura's Desires,Laura's Gelüste,1,1977,,77,"Adult,Drama",5.2,40
tt0195017,movie,Lea,Lea,1,1981,,85,Adult,4.6,15
tt0195025,movie,The Life and Times of the Happy Hooker,The Life and Times of Xaviera Hollander,1,1974,,76,"Adult,Comedy",5.2,23
tt0195027,movie,Little Orphan Dusty Part II,Little Orphan Dusty Part II,1,1982,,83,Adult,4.9,11
tt0195031,movie,Love You!,Love You!,1,1979,,85,"Adult,Drama,Romance",5.4,135
tt0195035,movie,Lure of the Triangle,Lure of the Triangle,1,1977,,72,Adult,5.5,17
tt0195040,movie,Mai Lin vs. Serena,Mai Lin vs. Serena,1,1982,,74,Adult,6.6,84
tt0195054,movie,Memories Within Miss Aggie,Memories Within Miss Aggie,1,1974,,75,"Adult,Drama,Horror",6.1,231
tt0195075,movie,More,More,1,1975,,64,Adult,4.9,19
tt0195090,movie,Naughty Network,Naughty Network,1,1981,,78,"Adult,Comedy",5.9,78
tt0195094,movie,The Nibblers,Parties raides,1,1976,,81,Adult,5.7,49
tt0195095,movie,Night on the Town,Night on the Town,1,1982,,,,5.4,12
tt0195104,movie,N*u*r*s*e*s of the 407th,N*u*r*s*e*s of the 407th,1,1982,,74,"Adult,Comedy",6.6,99
tt0195107,movie,L'odyssée de l'extase,L'odyssée de l'extase,1,1977,,83,Adult,3.8,22
tt0195117,movie,'Code Name': Oriental Treatment,'Code Name': Oriental Treatment,1,1977,,60,"Adult,Crime",6.0,13
