Title,Year,Genres,Rating,Votes
The Pearl of Death,1944.0,"Crime,Drama,Horror",7.1,5090
Return of the Ape Man,1944.0,Horror,4.8,451
The Return of the Vampire,1943.0,"Drama,Horror",6.2,2927
The Scarlet Claw,1944.0,"Crime,Horror,Mystery",7.2,6118
Sortilèges,1945.0,"Crime,Drama,Horror",6.4,197
The Soul of a Monster,1944.0,"Drama,Horror,Romance",5.0,347
The Spider Woman,1943.0,"Horror,Mystery,Thriller",7.0,5377
Spuk im Schloß,1947.0,"Comedy,Horror",6.0,42
La torre de los siete jorobados,1944.0,"Comedy,Fantasy,Horror",6.9,908
The Uninvited,1944.0,"Fantasy,Horror,Mystery",7.2,12984
Voodoo Man,1944.0,"Crime,Drama,Horror",5.2,1260
Weird Woman,1944.0,"Horror,Mystery",6.2,1221
The Body Snatcher,1945.0,"Horror,Thriller",7.3,10725
La casa está vacía,1945.0,"Drama,Horror",5.4,55
Dead of Night,1945.0,"Drama,Horror",7.5,14925
Fog Island,1945.0,"Drama,Horror,Mystery",5.3,1054
The Frozen Ghost,1945.0,"Horror,Mystery,Romance",5.8,1198
Hangover Square,1945.0,"Crime,Drama,Horror",7.3,4304
House of Dracula,1945.0,"Fantasy,Horror,Sci-Fi",5.7,6451
Isle of the Dead,1945.0,"Drama,Horror,Mystery",6.5,5473
The Jade Mask,1945.0,"Horror,Mystery",6.2,1364
The Jungle Captive,1945.0,"Horror,Sci-Fi",5.1,488
The Monster and the Ape,1945.0,"Action,Adventure,Horror",5.6,113
"Murder, He Says",1945.0,"Comedy,Horror,Mystery",6.9,2209
The Phantom Speaks,1945.0,"Action,Crime,Horror",5.8,265
The Picture of Dorian Gray,1945.0,"Drama,Fantasy,Horror",7.5,15109
Pillow of Death,1945.0,"Drama,Film-Noir,Horror",6.0,831
Safeer gohannam,1945.0,"Drama,Horror,Thriller",7.1,161
Strange Confession,1945.0,"Crime,Drama,Horror",6.5,778
Strangler of the Swamp,1945.0,"Drama,Fantasy,Horror",6.1,734
The Unseen,1945.0,"Drama,Film-Noir,Horror",5.9,794
The Vampire's Ghost,1945.0,Horror,5.9,666
Woman Who Came Back,1945.0,"Horror,Mystery",5.8,464
The Woman in Green,1945.0,"Crime,Drama,Horror",6.6,7209
Zombies on Broadway,1945.0,"Comedy,Fantasy,Horror",5.2,982
The Beast with Five Fingers,1946.0,"Drama,Horror,Mystery",6.5,3193
Bedlam,1946.0,"Drama,Horror,Thriller",6.8,4553
The Brute Man,1946.0,"Drama,Horror,Thriller",4.4,1621
The Cat Creeps,1946.0,"Comedy,Drama,Horror",5.2,413
The Catman of Paris,1946.0,"Fantasy,Horror,Mystery",5.5,445
The Curse of the Wraydons,1946.0,"Drama,Horror",4.6,172
La dama de la muerte,1946.0,"Drama,Horror,Mystery",5.9,50
Devil Bat's Daughter,1946.0,Horror,4.5,287
The Face of Marble,1946.0,Horror,4.9,388
The Flying Serpent,1946.0,Horror,4.8,598
Los habitantes de la casa deshabitada,1946.0,"Comedy,Horror",6.2,33
Latin Quarter,1945.0,"Horror,Thriller",6.1,106
The Mask of Diijon,1946.0,"Drama,Film-Noir,Horror",5.6,288
She-Wolf of London,1946.0,"Crime,Horror,Mystery",5.2,3225
The Spider Woman Strikes Back,1946.0,"Drama,Horror,Thriller",5.7,466
The Spiral Staircase,1946.0,"Drama,Horror,Mystery",7.3,11784
Spook Busters,1946.0,"Comedy,Horror",5.9,576
Valley of the Zombies,1946.0,"Action,Drama,Horror",5.3,488
...och efter skymning kommer mörker,1947.0,"Crime,Drama,Horror",6.1,37
Krakatit,1948.0,"Horror,Mystery,Sci-Fi",7.3,505
Night Comes Too Soon,1948.0,Horror,5.0,243
Scared to Death,1946.0,"Crime,Horror,Mystery",4.1,1881
Things Happen at Night,1948.0,"Comedy,Horror",4.5,263
The Creeper,1948.0,"Adventure,Horror,Mystery",4.9,323
Daughter of Darkness,1948.0,"Crime,Drama,Horror",6.7,376
The Greed of William Hart,1948.0,"Drama,Horror",5.1,249
House of Darkness,1948.0,Horror,5.4,187
Inner Sanctum,1948.0,"Film-Noir,Horror,Mystery",6.0,1230
Tômei ningen arawaru,1949.0,"Horror,Sci-Fi",5.9,338
The Amazing Mr. X,1948.0,"Drama,Film-Noir,Horror",6.4,2365
Unknown Island,1948.0,"Adventure,Horror,Romance",5.0,822
"Abbott and Costello Meet the Killer, Boris Karloff",1949.0,"Comedy,Crime,Horror",6.7,4356
Mahal,1949.0,"Drama,Horror,Mystery",6.9,529
Master Minds,1949.0,"Comedy,Family,Horror",6.0,423
Nijiotoko,1949.0,"Action,Fantasy,Horror",5.7,115
The Queen of Spades,1949.0,"Drama,Fantasy,Horror",7.1,2544
Yotsuya kaidan,1949.0,Horror,6.9,343
Barbe-Bleue,1951.0,"Comedy,Fantasy,Horror",5.9,83
